#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.1.22
#   Date published: 17 September 2016
#   Last modified: 31 August 2020
#
#   Copyright (c) 2016-2020 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information:
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#   Lv_page                   Zhuan li wan xiang ming yi jiao shi 篆隸萬象名義校釋
#   Zang_page                 Zhong gu Han zi liu bian 中古漢字流變
#
#   Entry_type:
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等，本文存
#
#   Abbreviations:
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   (白藤|白): Shirafuji's transliteration 
#   (宮澤|宮): Miyazawa's transliteration
#   (上田|上): Ueda's transliteration
#   呂: Lv's transliteration
#   臧: Zang's transliteration
#
#   References:
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuan li wan xiang ming yi jiao shi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Zang Kehe 臧克和, Zhong gu Han zi liu bian 中古漢字流變, Shanghai : Hua dong shi fan da xue chu ban she 華東師範大學出版社, 2008.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments:
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks	Lv_page	Zang_page
6_091_A421	v25#401	虫	蛆	Songben-Yupian		#	c043a085			406	2031
6_091_A51	v25#401	虫	蚑	Regular		去豉反。行皃。	c043a091			406	2031
6_091_A52	v25#401	虫	蛂	Regular		扶結反。蜡蛢。	c043a092			406	2031
6_091_A61	v25#401	虫	蠉	Regular		呼緬反。虫飛皃。	c043a093			406	2031
6_091_A61-Miyazawa	v25#401	虫	𧌚	Regular	宮		c043a093			406	2031
6_091_A62	v25#401	虫	𧈪	Regular		丑善反。虫伸行。	c043a095			406	2031
6_091_B11	v25#401	虫	螸	Regular		翼珠反。蠭醜也。	c043a101		蠭：原作⿱夂蟲。	406	2031
6_091_B12	v25#401	虫	𧎥	Regular		尸戰反。蠅醜。	c043a094			406	2031
6_091_B21	v25#401	虫	蛻	Regular		齒鋭反。蟬虵所解皮。	c043a102			407	2031
6_091_B22	v25#401	虫	螫	Regular		舒亦反。虫行毒也。	c043a104			407	2032
6_091_B222	v25#401	虫	𧏅	Songben-Yupian		#	c043a105			407	2032
6_091_B31	v25#401	虫	𧊝	Regular		丑畧反。痛也。	c043a103			407	2031
6_091_B32	v25#401	虫	蝁	Regular		於惡反。蝮属。	c043a106			407	2032
6_091_B41	v25#401	虫	蛘	Regular		餘掌反。搔也，蛾也。	c043b011			407	2032
6_091_B42	v25#401	虫	螊	Regular		胡緘反。小蚌也。	c043b012		蚌：原作蛘。	407	2032
6_091_B421	v25#401	虫	蝕	Omitted		Omitted	c043b013			407	2032
6_091_B51	v25#401	虫	蠗	Regular		丈卓反。禺也，小𧒏。	c043b014			407	2032
6_091_B52	v25#401	虫	蛟	Regular		古交反。龍類。	c043b015			407	2032
6_091_B61	v25#401	虫	虬	Regular		奇摎反。龍无角。	c043b016			407	2032
6_091_B61-Miyazawa	v25#401	虫	虯	Regular	宮		c043b016			407	2032
6_091_B62	v25#401	虫	螭	Regular		丑支反。龍无角。	c043b021			407	2032
6_092_A11	v25#401	虫	蜧	Regular		力計反。神虵，无雲致雨。	c043b022			407	2032
6_092_A12	v25#401	虫	蜦	Regular		同上。	c043b023			407	2032
6_092_A21	v25#401	虫	蜄	Regular		時忍反。大蛤也。	c043b024		掲出字：原作蜧。	407	2033
6_092_A22	v25#401	虫	蜌	Regular		蒲礼反。蚌長細。	c043b025			407	2033
6_092_A31	v25#401	虫	𧊧	Regular		古納反。雀為蛤。	c043b026			407	2033
6_092_A31-Miyazawa	v25#401	虫	蛤	Regular	宮		c043b026			407	2033
6_092_A32	v25#401	虫	螔	Regular		餘支反。蚶螺。	c043b031		掲出字：原文似䗤。	407	2033
6_092_A41	v25#401	虫	螷	Regular		扶幸反。白蜯也。	c043b033			407	2033
6_092_A42	v25#401	虫	蝓	Regular		餘殊反。⿰身虒。	c043b032			407	2033
6_092_A51	v25#401	虫	蝸	Regular		古華反。羸。	c043b034			407	2033
6_092_A52	v25#401	虫	蚌	Regular		薄講反。蜃。	c043b041		掲出字：原作蚪。	407	2033
6_092_A61	v25#401	虫	蛭	Regular		之逸[反]。蟣也。	c043b035			407	2033
6_092_A62	v25#401	虫	蜎	Regular		於縁反。撓也，掉也。	c043b042		掲出字：原作⿰虫貟。	407	2033
6_092_B11	v25#401	虫	蟺	Regular		時緬反。蚯蚓也，䖤也。	c043b043		掲出字：原作蟬。䖤：原作𤼭。	407	2033
6_092_B12	v25#401	虫	𧍘	Regular		於彼反。龍皃，蟉也。	c043b044		皃：原作白。	407	2034
6_092_B21	v25#401	虫	蚴	Regular		𧍘字。	c043b045		𧍘：原作蟣。《新撰字鏡》作𧍘。	407	2034
6_092_B22	v25#401	虫	蟉	Regular		力幽反。龍皃。	c043b046		皃：原作白。	407	2034
6_092_B31	v25#401	虫	蚨	Regular		扶具反。水虫。	c043b051		扶：原作休。具：當作倶。	407	2034
6_092_B32	v25#401	虫	蟄	Regular		徐立反。藏也。	c043b052			407	2034
6_092_B41	v25#401	虫	䗇	Regular		渠陸反。鼀，詹諸。	c043b053			407	2034
6_092_B42	v25#401	虫	蝦	Regular		胡加反。水虫也。	c043b054			407	2034
6_092_B51	v25#401	虫	蟆	Regular		莫加反。蝦也。	c043b055			407	2034
6_092_B51-Miyazawa	v25#401	虫	蟇	Regular	宮		c043b055			407	2034
6_092_B52	v25#401	虫	蟼	Regular		居丙反。蟆也。	c043b061			407	2034
6_092_B61	v25#401	虫	蠵	Regular		餘規反。大龜有文。	c043b062			407	2034
6_092_B62	v25#401	虫	𧓾	Regular		同上。	c043b063			407	2034
6_093_A11	v25#401	虫	螹	Regular		才廉反。蜼。	c043b064			407	2035
6_093_A12	v25#401	虫	蛫	Regular		九毀反。蠏。	c043b065			407	2035
6_093_A21	v25#401	虫	蟹	Regular		諧買反。䲒字。	c043b071		䲒：呂作蠏，非。広韻云「蟹…　䲒　説文上同」。	407	2035
6_093_A22	v25#401	虫	蜮	Regular		胡國反。短孤三足。	c043b072			407	2035
6_093_A31	v25#401	虫	蟈	Regular		古獲反。蟆也。	c043b073			407	2035
6_093_A32	v25#401	虫	𧊜	Regular		五各反。似蜴一丈。	c043b074		掲出字：原作蛢。	407	2035
6_093_A41	v25#401	虫	蝄	Regular		武強反。如三歳兒赤黒。	c043b075			408	2035
6_093_A41-Shirafuji	v25#401	虫	蛧	Regular	白		c043b075			408	2035
6_093_A42	v25#401	虫	蜽	Regular		力掌反。蝄。	c043b081			408	2035
6_093_A51	v25#401	虫	蝯	Regular		禹蕃反。猨。	c043b082		掲出字：原作螇。禹：原作⿱二内。《新撰字鏡》作禺。呂作丐。	408	2035
6_093_A52	v25#401	虫	蚼	Regular		呼口反。蚍蜉。	c043b083			408	2036
6_093_A61	v25#401	虫	蜼	Regular		餘救反。似猴尾四五尺。	c043b084		尺：原作尸。《新撰字鏡》作尺。	408	2036
6_093_A62	v25#401	虫	蛩	Regular		渠恭反。蟬蛻。	c043b091			408	2036
6_093_B11	v25#401	虫	蟨	Regular		居越反。如菟相負行。	c043b092			408	2036
6_093_B12	v25#401	虫	蝙	Regular		補妍反。蝠。	c043b093			408	2036
6_093_B21	v25#401	虫	蝠	Regular		甫服反。蝙也。	c043b094			408	2036
6_093_B22	v25#401	虫	螮	Regular		丁計反。蝀也，蚳也。	c043b101		蚳：原作𧉛。呂作虹。	408	2036
6_093_B221	v25#401	虫	蝃	Songben-Yupian		#	c043b102			408	2036
6_093_B31	v25#401	虫	𧋍	Regular		丁計反。同上。	c043b103			408	2036
6_093_B32	v25#401	虫	蝀	Regular		丁計反。螮也。	c043b104			408	2036
6_093_B41	v25#401	虫	虹	Regular		胡公反。同上。	c043b105			408	2036
6_093_B42	v25#401	虫	𧍺	Regular		虹字。	c043b106		掲出字：⿳⿰冫巳一日。	408	2036
6_093_B51	v25#401	虫	蠻	Regular		莫姦反。南蠻人，虵種。	c043b107			408	2036
6_093_B52	v25#401	虫	閩	Regular		亡貧[反]。虵種。	c044a011			408	2037
6_093_B61	v25#401	虫	蠥	Regular		宜列反。灾也。	c044a012			408	2037
6_093_B62	v25#401	虫	蜉	Regular		扶求反。蝣也。	c044a013			408	2037
6_094_A11	v25#401	虫	螗	Regular		徒當反。蝘也，胡𧎊。	c044a021		胡：傍書補入。𧎊：呂作蟬。	408	2037
6_094_A12	v25#401	虫	䗡	Regular		猗然反。渕名。	c044a022		猗：原作徛。《新撰字鏡》作倚。	408	2037
6_094_A21	v25#401	虫	蜚	Regular		扶貴反。臭虫。	c044a023			408	2037
6_094_A22	v25#401	虫	螜	Regular		胡螜反。蛄也。	c044a024			408	2037
6_094_A31	v25#401	虫	𧌈	Regular		扶九反。鼠婦也。	c045b012			408	2048
6_094_A32	v25#401	虫	蜟	Regular		餘祀反。蛻也。	c044a031			408	2037
6_094_A41	v25#401	虫	蜏	Regular		思救反。朝生夕死虫。	c044a032			408	2037
6_094_A42	v25#401	虫	蚅	Regular		於革反。烏蠋也，似蝅。	c044a033			408	2037
6_094_A51	v25#401	虫	螐	Regular		於胡[反]。蠋涙也。	c044a034			408	2037
6_094_A52	v25#401	虫	蠋	Regular		之欲反。螐也。	c044a041			408	2037
6_094_A61	v25#401	虫	䖭	Regular		居媛反。蠾。	c044a043			408	2038
6_094_A62	v25#401	虫	蠾	Regular		之欲反。䖭，鼄鼅。	c044a042		掲出字：原作𧑏。鼄鼅：呂作鼀龜。	408	2037
6_094_B11	v25#401	虫	蚆	Regular		普加反。龜也。	c044a044		掲出字：原作⿱⿰虫巳口。	408	2038
6_094_B12	v25#401	虫	蜬	Regular		姑含反。大元龜。	c044a045		掲出字：似《新撰字鏡》字形。呂云「原訛」。含：原作今。《新撰字鏡》作含。大元龜：元字虫損。元龜二字疑當作黿。呂作「大蚆龜」。《新撰字鏡》作蠃大。	408	2038
6_094_B21	v25#401	虫	蜠	Regular		去筠反。目大而隘。	c044a051		目：當作貝。呂作曰。隘：當作險。《新撰字鏡》云「具大而險薄」。	408	2038
6_094_B22	v25#401	虫	蟾	Regular		之廉反。似蟆，陸居。	c044a052			408	2038
6_094_B31	v25#401	虫	蟒	Regular		莫黨反。大虵也，蟅也，蚮也。	c044a061		蚮：原作⿰虫伐。	408	2038
6_094_B32	v25#401	虫	蛈	Regular		他結反。蝪也。	c044a053			408	2038
6_094_B41	v25#401	虫	蝪	Regular		恥郎反。蛈。	c044a054			408	2038
6_094_B42	v25#401	虫	䗁	Regular		渠螘反。蟬也。	c044a062			409	2038
6_094_B51	v25#401	虫	蜿	Regular		於丸反。蝒土蝃。	c044a063			409	2038
6_094_B52	v25#401	虫	䖤	Regular		同上。	c044a064			409	2038
6_094_B61	v25#401	虫	蛒	Regular		告頟反。无螻也。	c044a065		告：《新撰字鏡》作古。	409	2038
6_094_B62	v25#401	虫	蟜	Regular		居非反。毒蟲也。	c044a071			409	2038
6_095_A11	v25#401	虫	螢	Regular		〔𧓌字。〕	c045b013		有埋字B。	409	2048
6_095_A111	v25#401	虫	𧓌	Embedded_clerical		𧓌字。	c045b014		埋字B。	409	2048
6_095_A12	v25#401	虫	蟙	Regular		之力反。蝠也。	c044a072			409	2038
6_095_A21	v25#401	虫	𧊖	Regular		同上。	c044a073			409	2038
6_095_A22	v25#401	虫	蟔	Regular		亡北反。蟙也。	c044a074			409	2039
6_095_A22-Miyazawa	v25#401	虫	䘃	Regular	宮		c044a074			409	2039
6_095_A31	v25#401	虫	蝭	Regular		都悌反。蟧也。	c044a075			409	2039
6_095_A32	v25#401	虫	蟧	Regular		力彫反。馬蝒。	c044a076			409	2039
6_095_A41	v25#401	虫	蟟	Regular		蟧字。	c044a081			409	2039
6_095_A42	v25#401	虫	䗃	Regular		仕月反。	c044a082		反切：月字誤写。上田作「仕板」，呂云「疑當作仕旦反」。宋本《玉篇》作「仕板」。	409	2039
6_095_A51	v25#401	虫	蚹	Regular		扶句反。蠃。	c044a083		扶句：原作快旬。蠃：原作羸。	409	2039
6_095_A52	v25#401	虫	螲	Regular		猪搮反。螻蛄也。	c044a086			409	2039
6_095_A61	v25#401	虫	螖	Regular		胡八反。蠃也。	c044a084		蠃：原作羸。	409	2039
6_095_A62	v25#401	虫	蠌	Regular		徒格反。同上。	c044a085			409	2039
6_095_B11	v25#401	虫	𧕯	Regular		所奇反。細長螺也。	c044a091			409	2039
6_095_B12	v25#401	虫	䗅	Regular		雉張反。同上。	c044a094			409	2039
6_095_B21	v25#401	虫	䖡	Regular		女陸反。蚰蜒也，班蛬。	c044a092			409	2039
6_095_B22	v25#401	虫	蚭	Regular		汝尸反。䖡。	c044a093			409	2039
6_095_B31	v25#401	虫	蠟	Regular		力闔反。	c044a095			409	2039
6_095_B32	v25#401	虫	蟪	Regular		胡桂反。虭蟧。	c044a096			409	2040
6_095_B41	v25#401	虫	螏	Regular		辞慄反。蝍蛆。	c044a101			409	2040
6_095_B42	v25#401	虫	蟍	Regular		力尸反。螏也。	c044a102			409	2040
6_095_B42-Miyazawa	v25#401	虫	𧑇	Regular	宮		c044a102			409	2040
6_095_B51	v25#401	虫	虴	Regular		竹白反。蜂。	c044a103			409	2040
6_095_B52	v25#401	虫	蛨	Regular		莫格反。虴。	c044a104			409	2040
6_095_B61	v25#401	虫	螃	Regular		方莽反。蝦也。	c044a106			409	2040
6_095_B62	v25#401	虫	䗱	Regular		蒲木反。蝸牛也。	c044b011			409	2040
6_096_A11	v25#401	虫	𧐒	Regular		蘇穀反。䗱也。	c044b012		穀：原作㯏。䗱：原文模糊。	409	2040
6_096_A12	v25#401	虫	䗚	Regular		浦各反。蟭蜱蛸。	c044b013			409	2040
6_096_A21	v25#401	虫	蟭	Regular		子饒反。䗚也。	c044b014			409	2040
6_096_A22	v25#401	虫	蝹	Regular		於權反。龍皃。	c044b015			409	2040
6_096_A31	v25#401	虫	蝍	Regular		子力反。蜈蚣也。	c044a105			409	2040
6_096_A32	v25#401	虫	蛆	Regular		子餘反。蝍。	c043a085			409	2031
6_096_A41	v25#401	虫	𧕄	Regular		於凝反。寒蜩也。	c044b021			409	2040
6_096_A42	v25#401	虫	蝜	Regular		扶缶反。𧉩虫大。	c044b022			409	2041
6_096_A51	v25#401	虫	𧉩	Regular		補故反。蝜。	c044b023			410	2041
6_096_A52	v25#401	虫	𧐐	Regular		子益反。貝小紫也。	c044b024			410	2041
6_096_A61	v25#401	虫	蚵	Regular		胡柯反。龍蚚易。	c044b025			410	2041
6_096_A62	v25#401	虫	䖢	Regular		亡消反。蝅相生。	c044b031			410	2041
6_096_B11	v25#401	虫	𧏺	Regular		于句反。五蝅。	c044b032		句：原作向。	410	2041
6_096_B12	v25#401	虫	𧓴	Regular		徒丁反。蝅二卧。	c044b033			410	2041
6_096_B21	v25#401	虫	蚡	Regular		扶粉反。伯勞所化。鼢。	c044b034			410	2041
6_096_B22	v25#401	虫	蜴	Regular		餘石反。蜥易。	△(c042a063)			410	#N/A
6_096_B31	v25#401	虫	螪	Regular		尸楊反。蚵。	c044b035			410	2041
6_096_B32	v25#401	虫	蛙	Regular		胡媧反。鼃字。蜺蟆。	c044b036		鼃：原作龜。	410	2041
6_096_B41	v25#401	虫	𧍲	Regular		俾紛反。旋沙風也。	c044b041			410	2041
6_096_B42	v25#401	虫	𧍻	Regular		同上。	c044b042			410	2041
6_096_B51	v25#401	虫	䗠	Regular		辞鉛反。同上。	c044b043		辞鉛：原作「辤鈴」。	410	2041
6_096_B52	v25#401	虫	𧐗	Regular		同上。	c044b044			410	2041
6_096_B61	v25#401	虫	蜸	Regular		口殄反。寒蛾。	c044b045		殄：原文似弥。	410	2041
6_096_B62	v25#401	虫	蚕	Regular		他殄反。蜸也。	c044b046		殄：原文似弥。	410	2041
6_097_A11	v25#401	虫	䗘	Regular		公盍反。羊芈𧌏。	c044b047			410	2042
6_097_A12	v25#401	虫	𧌏	Regular		呼盍反。䗘。	c044b051			410	2042
6_097_A21	v25#401	虫	𧋐	Regular		先扶反。𧒑蜰。	c044b052			410	2042
6_097_A22	v25#401	虫	𧑄	Regular		之戎反。螽。蝗。	c044b053			410	2042
6_097_A31	v25#401	虫	𧐶	Regular		且激反。鼀也。	c044b056		鼀：原文似龜。據《校釋》。	410	2042
6_097_A31-Shirafuji	v25#401	虫	䗩	Regular	白		c044b056			410	2042
6_097_A32	v25#401	虫	蚤	Regular		子老反。齧人跳虫。	c044b061			410	2042
6_097_A41	v25#401	虫	蜘	Regular		猪奇反。蝥也。	c044b054		蝥：原文似螯。	410	2042
6_097_A42	v25#401	虫	蛛	Regular		猪居反。鼄。	c044b055		鼄：原文「朱黽」二字書写。	410	2042
6_097_A51	v25#401	虫	螬	Regular		莊高反。蝎也。𧕐字。	c042b021			410	2024
6_097_A52	v25#401	虫	蠙	Regular		蒲堅反。玭字。謹敬皃。	c044b062		堅：原作竪。	410	2042
6_097_A61	v25#401	虫	蝂	Regular		補蠙反。縛負。	c044b064		反切：上田云「存疑」。《新撰字鏡》作「補旱」。縛負：《新撰字鏡》作「負蝂」。呂云「當作"𧐕蝜"」。	410	2042
6_097_A62	v25#401	虫	蟡	Regular		於危反。侗水精一頭兩耳，如虵八尺。	c044b063		於危：原作“於免”，誤。“侗”以下七字：《新撰字鏡》作“洞水之精一頭兩耳”。呂云《管子・水地》：云“涸川之精者生於蟡。蟡者，一頭而兩身，其形若虵，其長八尺。”《名義》誤“涸”為“侗”，誤“身”為“耳”。	410	2042
6_097_B11	v25#401	虫	蟞	Regular		俾滅反。似龜。	c044b065		掲出字：⿱敞虫。	410	2042
6_097_B12	v25#401	虫	蝐	Regular		亡載反。大龜。瑁字。	c044b071			410	2043
6_097_B21	v25#401	虫	虶	Regular		於倶反。蚰蜒。	c044b072			410	2043
6_097_B22	v25#401	虫	蚞	Regular		莫穀反。螇螰。	c044b073			410	2043
6_097_B31	v25#401	虫	螔	Regular		思移反。螔䗔，虵醫。	c044b074		掲出字：原作𧍝。	410	2043
6_097_B32	v25#401	虫	䗔	Regular		胡溝反。螔。	c044b075		掲出字：原作蜼。前項注文之䗔字，同作。	410	2043
6_097_B41	v25#401	虫	蚿	Regular		胡面反。蛆渠也，馬蚿。	c045a034			410	2045
6_097_B42	v25#401	虫	𧏿	Regular		除陸反。馬𧏿。	c044b076			410	2043
6_097_B51	v25#401	虫	蚰	Regular		餘周反。蠙蜁，入耳。	c044b081			411	2043
6_097_B52	v25#401	虫	蝣	Regular		蚰字。	c044b082			411	2043
6_097_B61	v25#401	虫	蜒	Regular		以旃反。蚰也，蜥易。	c044b083			411	2043
6_097_B62	v25#401	虫	𧌓	Regular		扶九反。蠜螽。	c044b084		螽：原作⿱夂虫。	411	2043
6_098_A11	v25#401	虫	蚸	Regular		力狄反。螽。	c044b085		掲出字：原作蚚。	411	2043
6_098_A12	v25#401	虫	蟿	Regular		口悌反。蚸。	c044b086		蚸：原文虫損。	411	2043
6_098_A21	v25#401	虫	螓	Regular		似鱗反。蜻。	c044b091			411	2043
6_098_A22	v25#401	虫	蜈	Regular		五胡反。蝍蛆。	c044b092			411	2043
6_098_A31	v25#401	虫	蟓	Regular		舒高反。蝅。	c044b093			411	2043
6_098_A32	v25#401	虫	䖻	Regular		力周反。蜉䖻，渠略。	c044b094			411	2044
6_098_A41	v25#401	虫	𧐍	Regular		尸庸反。蚣蝑。	c044b095		蝑：原作蛸。《新撰字鏡》作蝑。	411	2044
6_098_A42	v25#401	虫	蝳	Regular		徒篤反。杜公。	c044b101			411	2044
6_098_A51	v25#401	虫	蜍	Regular		与諸反。蛛蝚。	c044b102			411	2044
6_098_A52	v25#401	虫	𧉆	Regular		子搮反。麦梨雌。	c044b103		掲出字：原作⿰虫丈。搮：上田作慄。《新撰字鏡》作慄。	411	2044
6_098_A61	v25#401	虫	蚱	Regular		莊額反。蟬七月生。	c044b104			411	2044
6_098_A62	v25#401	虫	𧐙	Regular		亡句反。⿱水虫樂。	c045b063		句：原作旬。《新撰字鏡》作句。⿱水虫樂：未勘。《新撰字鏡》作裘。	411	2050
6_098_B11	v25#401	虫	蟚	Regular		蒲衡反。蟹脚有毛。	c045a012			411	2044
6_098_B12	v25#401	虫	蜝	Regular		渠疑反。蟚。	c045a014		渠疑：原作“渠凝”，誤。《新撰字鏡・玉篇群》作“渠疑”。	411	2044
6_098_B21	v25#401	虫	䗗	Regular		古奚反。渠也，蛾也。	c044b105			411	2044
6_098_B22	v25#401	虫	蝖	Regular		虚元反。蝤螬也，螜也。	c045a011			411	2044
6_098_B31	v25#401	虫	蛝	Regular		胡間反。馬䗃也，馬蠲。	c045a015			411	2044
6_098_B32	v25#401	虫	蚊	Regular		亡云反。	c045a016			411	2044
6_098_B41	v25#401	虫	𧋛	Regular		渠周反。多足虫。	c045a021			411	2045
6_098_B42	v25#401	虫	蚢	Regular		胡唐反。蝅也。	c045a022			411	2045
6_098_B51	v25#401	虫	𧍮	Regular		古迥反。蛙小也。	c045a023			411	2045
6_098_B52	v25#401	虫	𧑗	Regular		乃冷反。蝙。	c045a024		乃冷：原作⿰亻刀洽。《新撰字鏡》作「乃泠」。上田作「乃冷」。上田云「名原乃洽誤」。呂作「仍洽」。呂云「當作"乃泠反"」。	411	2045
6_098_B61	v25#401	虫	𧍔	Regular		於照反。虵也。	c045a031			411	2045
6_098_B62	v25#401	虫	𧏜	Regular		古姪反。蠸也，𧍸也。	c045a032			411	2045
6_099_A11	v25#401	虫	䗓	Regular		且公反。青蛉也。	c045a033		掲出字：原作⿰虫忩。白藤・呂作蟌。蛉：原作蛤。《新撰字鏡》作蛉。	411	2045
6_099_A11-Shirafuji	v25#401	虫	蟌	Regular	白		c045a033			411	2045
6_099_A12	v25#401	虫	蜢	Regular		莫更反。上文也。	c045a035			411	2045
6_099_A21	v25#401	虫	蚥	Regular		扶甫反。蟾也。	c045a036			411	2045
6_099_A22	v25#401	虫	蝰	Regular		口圭反。	c045a037		圭：原作主。《新撰字鏡》作圭。	411	2045
6_099_A31	v25#401	虫	蠍	Regular		呼遏反。蠚也。	c045a041			411	2045
6_099_A32	v25#401	虫	𧑍	Regular		胡瓜反。大虵。	c046b021			411	2058
6_099_A41	v25#401	虫	虸	Regular		姿理反。⿰⿱止天虫蠀。	c046a103		⿰⿱止天虫：未勘。	411	2057
6_099_A42	v25#401	虫	𧍭	Regular		辞鉛反。白黃文貝。	c045b036		鉛：原作鈴。據上田訂。呂云「當作"辞銓反"」。	411	2049
6_099_A51	v25#401	虫	䖧	Regular		奴菖反。痛也。	c046b022			412	2058
6_099_A52	v25#401	虫	蝩	Regular		丈恭反。蝅。	c045a042			412	2045
6_099_A61	v25#401	虫	蝶	Regular		徒頰反。蛺也。	c045a044			412	2046
6_099_A62	v25#401	虫	蜨	Regular		同上。	c043a014		掲出字：原作⿰虫⿱世示。據《校釋》訂。	412	2028
6_099_B11	v25#401	虫	蜅	Regular		夫武反。雌蠏。	c045a045			412	2046
6_099_B12	v25#401	虫	蚟	Regular		禹枉反。蜻蛚。	c045a046			412	2046
6_099_B21	v25#401	虫	蚄	Regular		甫防反。蜉。	▽			412	#N/A
6_099_B22	v25#401	虫	𧓋	Regular		持連反。守宮也。	c045a043			412	2046
6_099_B31	v25#401	虫	蜲	Regular		於詭反。䖬⿰虫武。	c045a051		䖬⿰虫武：呂作「𧉅蝛」。	412	2046
6_099_B32	v25#401	虫	𧑓	Regular		尸与反。同上。	c045a052			412	2046
6_099_B41	v25#401	虫	蜫	Regular		古魂反。	c045a053		魂：原作𩲡，誤。	412	2046
6_099_B42	v25#401	虫	蠊	Regular		■反。飛蠊。	c045a055		■：上田云「原反切不明」。呂作？。《新撰字鏡》作「於瞻」。飛蠊：原作飛𫋧。據《新撰字鏡》訂。	412	2046
6_099_B51	v25#401	虫	螿	Regular		子羊反。蟬也。	c045a056			412	2046
6_099_B52	v25#401	虫	螒	Regular		胡旱反。天雞也。	c045a054			412	2046
6_099_B61	v25#401	虫	𧍙	Regular		音犯反。蜂。	c045a061		反：衍字。	412	2046
6_099_B62	v25#401	虫	𧌉	Regular		力竹反。蚶也，鬿。	c045a062		鬿：呂作魁。	412	2046
6_100_A11	v25#401	虫	蝟	Regular		禹貴反。彙字。	c045a063			412	2046
6_100_A12	v25#401	虫	蚍	Regular		禆之反。大螘。	c045a064			412	2047
6_100_A21	v25#401	虫	蛪	Regular		古頡反。似蟬小。	c045a065			412	2047
6_100_A22	v25#401	虫	蝥	Regular		莫侯反。蛛也。	c045b062			412	2050
6_100_A31	v25#401	虫	蛑	Regular		同上。石硠也。	c043a031			412	2028
